created_at,tweet_id,tweet_text,screen_name,name,tweet_url,favorite_count,retweet_count,reply_count,replies_list
2022-02-25 22:17:47,1497335041214590981,"RT @adidasoriginals: adidas x Gucci 

#adidasxgucci https://t.co/dTmqRo7Wcp",adidas,adidas,https://twitter.com/adidas/status/1497335041214590981,0,4736,0,[]
2022-02-22 13:38:03,1496117082068500480,A limited number of the new adidas TERREX HS1 will be made commercially available on https://t.co/obaGevq34N and in other selected retail outlets from July.,adidas,adidas,https://twitter.com/adidas/status/1496117082068500480,34,4,5,"['@adidas If you have trade  in Russia, we ask you to stop selling fashion to the aggressor state. This country spilt blood in Ukraine and killed 352 peaceful citizens, 14 of them are minors.  This country doesn’t deserve to wear your name. \n\n#NoBrandsForTheAggressor', ""@adidas Hey, @adidas are you ok with the fact, that organization that you sponsor - FIFA - don't want to expel team that represents the country which is bombing civilians, killing people and invading a sovereign country? Country which all the western world is hitting with sanctions?"", '@adidas Why are you still supporting the #WorldCup with Russia still involved in the tournament? #StandWithUkraine', '@adidas Gonna try to cop these!!', '@adidas Can’t wait ! This is amazing ! \\\\\\']"
2022-02-22 13:38:02,1496117077752664065,"Introducing: the adidas TERREX HS1
 
Composed of a minimum of 25% SPINNOVA wood-based fibres and 75% organic cotton, the adidas TERREX HS1 is a unisex mid-layer piece of multi-functional gear that works on the trails and then rolls up into its hood for easy storage🤯 https://t.co/3DmbVxU9EH",adidas,adidas,https://twitter.com/adidas/status/1496117077752664065,68,8,5,"['@adidas As a tier 1 sponsor of FIFA, what do you make of FIFA’s continuing support for Putin’s murderous regime? Will your brand be lining the side of the pitch at Russia’s next game? Image as the Russian players celebrate a goal right next to your brand - make a stand! Cancel your ties!', '@adidas You guys should enter the usership-economy to the very fullest extent, by offering Adidas-subscriptions with a wide spectrum of packages.\n\nhttps://t.co/RuN7D1mQK9', '@adidas Your prayers are not enough.\n🇺🇦🇺🇦🇺🇦 DONT STARE. HELP UKRAINE. 🇺🇦🇺🇦🇺🇦 #dont_stare_help_ukraine', '@adidas 🇺🇦🇺🇦🇺🇦DON’T STARE. HELP UKRAINE 🇺🇦🇺🇦🇺🇦\n\nRUSSIAN FORCES IS TRYING TO SEIZE CHORNOBYL NUCLEAR PLANT IN ORDER TO MAKE ECOLOGICAL DISASTER', 'A limited number of the new adidas TERREX HS1 will be made commercially available on https://t.co/obaGevq34N and in other selected retail outlets from July.']"
2022-02-22 13:38:00,1496117070504906752,"ICYMI: Last year we partnered with Finnish textile material company @SpinnovaPlc as part of our commitment to help end plastic waste. Today, we are excited to unveil the first official product….",adidas,adidas,https://twitter.com/adidas/status/1496117070504906752,18,1,3,"['@adidas @SpinnovaPlc Looks interesting 🤔', '@adidas @SpinnovaPlc Luxury Rally Club is hosting an historic Rally in Sonoma Valley, May 22-25th, featuring the iconic Carrera GT. This will be one of the largest collections of this one-of-a-kind supercar, and we’re reaching out to potential sponsors and participants', 'Introducing: the adidas TERREX HS1\n \nComposed of a minimum of 25% SPINNOVA wood-based fibres and 75% organic cotton, the adidas TERREX HS1 is a unisex mid-layer piece of multi-functional gear that works on the trails and then rolls up into its hood for easy storage🤯 https://t.co/3DmbVxU9EH']"
2022-02-22 13:38:00,1496117068864831495,"Calling all adventurers, hikers, and nature lovers 👇",adidas,adidas,https://twitter.com/adidas/status/1496117068864831495,102,11,15,"['@adidas If you have trade  in Russia, we ask you to stop selling fashion to the aggressor state. This country spilt blood in Ukraine and killed 352 peaceful citizens, 14 of them are minors.  This country doesn’t deserve to wear your name. \n\n#NoBrandsForTheAggressor', '@adidas As a tier 1 sponsor of FIFA, what do you make of FIFA’s continuing support for Putin’s murderous regime? Will your brand be lining the side of the pitch at Russia’s next game? Image as the Russian players celebrate a goal right next to your brand - make a stand! Cancel your ties!', ""@adidas Only @Nike. You are sponsoring @FIFAcom, putin's close friends. Awar criminal. An aggressor on a small, poor country. An aggressor who kills civilians and shoots children. russia should be excluded from international competitions. Otherwise the boycott of @FIFAcom sponsors!!!!!!!"", '@adidas Holding on to my ||| a little longer hoping for you to halt all sales in Russia.', ""@adidas Are you ok with the fact, that organization that you sponsor - FIFA - don't want to expel team that represents the country which is bombing civilians, killing people and invading a sovereign country?"", '@adidas If @FIFAWorldCup proceeds with Russia as a participant and @adidas as the sponsor I swear to never in my life wear anything from Adidas ever again.', ""@adidas Hey, @adidas are you ok with the fact, that organization that you sponsor - FIFA - don't want to expel team that represents the country which is bombing civilians, killing people and invading a sovereign country? Country which all the western world is hitting with sanctions?"", '@adidas 🇺🇦🇺🇦🇺🇦DON’T STARE. HELP UKRAINE 🇺🇦🇺🇦🇺🇦\n\nRUSSIAN FORCES IS TRYING TO SEIZE CHORNOBYL NUCLEAR PLANT IN ORDER TO MAKE ECOLOGICAL DISASTER', '@adidas Your prayers are not enough.\n🇺🇦🇺🇦🇺🇦 DONT STARE. HELP UKRAINE. 🇺🇦🇺🇦🇺🇦', '@adidas How about stop sales to Russia this instant. Wearing two stripes will kill their spirit.', '@adidas @RadioCacaNFT  @USMverse  @JazChain  #RACA  #RacaArmy', '@adidas @marjesonsantil8', '@adidas I thought this was about to be about some dope af hiking boots!! scam! j/k but wen recyclable hiking boots?', '@adidas Yes', 'ICYMI: Last year we partnered with Finnish textile material company @SpinnovaPlc as part of our commitment to help end plastic waste. Today, we are excited to unveil the first official product….']"
